Name of the game,Fit platform,Num Of comments,Num Of likes,Raiting,Grade,Num of pros,Num of cons,First Released,The game rviewer,The date of the review
Battlefield 2042 Review — Character Development,PC,91,41,Good,7,5.0,4.0,"Nov 12, 2021","
    Phil Hornshaw
  ","November 23, 2021 at 4:47PM PST"
Sherlock Holmes: Chapter One Review - Murder In The Mediterranean,"PS5, XBSX",4,16,Good,7,3.0,3.0,"Nov 16, 2021","
    Richard Wakeling
  ","November 19, 2021 at 2:29PM PST"
Grand Theft Auto The Trilogy: Definitive Edition Review – Wasted,PC,108,119,Poor,4,2.0,5.0,"Nov 11, 2021","
    Justin Clark
  ","November 18, 2021 at 3:53PM PST"
Inscryption Review - House of Cards,PC,2,9,Great,8,3.0,2.0,"Oct 19, 2021","
    David Wildgoose
  ","November 15, 2021 at 2:28PM PST"
New World Review: (Faction) War Never Changes,PC,24,17,Fair,6,6.0,6.0,"Sep 28, 2021","
    Cameron Koch
  ","November 12, 2021 at 6:43AM PST"
Bright Memory: Infinite Review - Finite Would Be More Appropriate,PC,10,6,Fair,6,3.0,4.0,"Nov 11, 2021","
    Richard Wakeling
  ","November 11, 2021 at 7:00AM PST"
Call Of Duty: Vanguard Review â€” Personnel Problems,PS5,82,35,Good,7,5.0,4.0,"Nov 4, 2021","
    Phil Hornshaw
  ","November 10, 2021 at 3:13PM PST"
Age Of Empires IV Review - Resistance Is Feudal,PC,49,43,Good,7,5.0,5.0,"Oct 28, 2021","
    Darryn Bonthuys
  ","November 8, 2021 at 12:00PM PST"
Shin Megami Tensei V Review - The End of The World As We Know It (And I Feel Fine),NS,17,21,Great,8,3.0,2.0,"Nov 12, 2021","
    Heidi Kemps
  ","November 4, 2021 at 2:37PM PDT"
Forza Horizon 5 Review - It's About Four-Wheeled Family,XBSX,138,62,Superb,9,4.0,1.0,"Nov 5, 2021","
    Alessandro Barbosa
  ","November 4, 2021 at 6:56AM PDT"
Riders Republic Review - National Lark,PC,16,10,Great,8,4.0,3.0,"Oct 28, 2021","
    Richard Wakeling
  ","November 3, 2021 at 5:37PM PDT"
Voice Of Cards: The Isle Dragon Roars Review - Cards Against Humanity,NS,0,9,Great,8,4.0,2.0,"Oct 28, 2021","
    Gabe Gurwin
  ","November 2, 2021 at 12:40PM PDT"
Unpacking Review - The Things We Carry,NS,27,22,Superb,9,3.0,1.0,"Nov 2, 2021","
    Steven Petite
  ","November 1, 2021 at 10:00AM PDT"
Mario Party Superstars Review - The Fault In Our Stars,NS,69,35,Fair,6,4.0,3.0,"Oct 29, 2021","
    Randolph Ramsay
  ","October 28, 2021 at 8:45AM PDT"
Unsighted Review - Counting The Seconds,XONE,7,13,Great,8,4.0,1.0,"Sep 30, 2021","
    Alessandro Barbosa
  ","October 27, 2021 at 2:31PM PDT"
The Good Life Review - Country House,"PC, PS4",6,12,Fair,6,4.0,3.0,"Oct 15, 2021","
    David Wildgoose
  ","October 26, 2021 at 10:47AM PDT"
Hot Wheels Unleashed Review - Toybox Drift,XBSX,23,8,Good,7,3.0,3.0,"Sep 27, 2021","
    James Carr
  ","October 25, 2021 at 9:42AM PDT"
Alan Wake Remastered Review,"X360, PS5",93,57,Great,8,5.0,2.0,"May 18, 2010","
    Tom Mc Shea
  ","October 25, 2021 at 9:41AM PDT"
"Resident Evil 4 VR Review - A Selection Of Good Things, Stranger",OQ,74,27,Superb,9,4.0,3.0,"Jan 11, 2005","
    Kurt Indovina
  ","October 22, 2021 at 7:03PM PDT"
Marvel's Guardians Of The Galaxy Review - Shot Through The Heart,PS5,71,25,Good,7,3.0,2.0,"Oct 26, 2021","
    Jordan Ramée
  ","October 25, 2021 at 6:00AM PDT"
The Dark Pictures Anthology: House Of Ashes Review - The Descent,PS5,14,26,Great,8,3.0,3.0,"Oct 22, 2021","
    Richard Wakeling
  ","October 22, 2021 at 3:44PM PDT"
Rainbow Billy: The Curse Of The Leviathan Review - Rainbow Connection,PS4,4,11,Great,8,3.0,3.0,"Oct 5, 2021","
    Jason Fanelli
  ","October 21, 2021 at 4:02PM PDT"
Outer Wilds: Echoes Of The Eye Review - Once More Into The Breach,PC,4,4,Great,8,4.0,1.0,"May 28, 2019","
    Alessandro Barbosa
  ","October 15, 2021 at 11:07AM PDT"
Back 4 Blood Review - Reanimated,PS5,66,17,Good,7,3.0,3.0,"Oct 7, 2021","
    Richard Wakeling
  ","October 14, 2021 at 4:22PM PDT"
"Nickelodeon All-Star Brawl Review - Better Than Bad, It's Good!",NS,3,7,Good,7,2.0,2.0,"Oct 5, 2021","
    Heidi Kemps
  ","October 14, 2021 at 2:24PM PDT"
Tetris Effect: Connected Review,"XONE, XBSX",18,19,Superb,9,4.0,1.0,"Nov 10, 2020","
    Mike Epstein
  ","October 13, 2021 at 11:40AM PDT"
Disco Elysium: The Final Cut Review - Pure Dynamite,PC,252,385,Essential,10,4.0,1.0,"Oct 15, 2019","
    David Wildgoose
  ","October 13, 2021 at 11:34AM PDT"
Far Cry 6 Review - Less Than Revolutionary,PC,238,67,Good,7,4.0,3.0,"Oct 7, 2021","
    Phil Hornshaw
  ","October 8, 2021 at 12:54PM PDT"
Metroid Dread Review: Space Truckin',NS,70,28,Great,8,5.0,3.0,"Oct 8, 2021","
    Steven Petite
  ","October 6, 2021 at 6:00AM PDT"
Jett: The Far Shore Review - Work The Plan,PS5,4,4,Mediocre,5,1.0,4.0,"Oct 5, 2021","
    Jordan Ramée
  ","October 4, 2021 at 6:00AM PDT"
Diablo II: Resurrected Review - Pile Of Old Bones,PC,316,54,Fair,6,3.0,3.0,"Jun 28, 2000","
    Alessandro Barbosa
  ","September 29, 2021 at 5:47PM PDT"
Aragami 2 Review - Shadow Dancer,PC,11,15,Good,7,3.0,2.0,"Sep 17, 2021","
    David Wildgoose
  ","September 29, 2021 at 5:29PM PDT"
FIFA 22 Review - Tiki-taka,PS5,44,10,Great,8,4.0,2.0,"Sep 27, 2021","
    Richard Wakeling
  ","September 29, 2021 at 5:19PM PDT"
Super Monkey Ball: Banana Mania Review - Fresh And A-peel-ing,PS5,0,8,Great,8,3.0,2.0,"Oct 2, 2021","
    Heidi Kemps
  ","September 29, 2021 at 9:00AM PDT"
Death Stranding Director's Cut Review â€“ The Limits Of The Dead,PS5,48,25,Superb,9,4.0,2.0,"Nov 8, 2019","
    Justin Clark
  ","September 24, 2021 at 7:26PM PDT"
Sable Review - Sandy Pilgrimage,PC,0,75,Superb,9,3.0,2.0,"Sep 23, 2021","
    Richard Wakeling
  ","September 23, 2021 at 7:42AM PDT"
Kena: Bridge Of Spirits Review - Don't Fear The Reaper,PS5,103,69,Superb,9,5.0,2.0,"Sep 21, 2021","
    Phil Hornshaw
  ","September 21, 2021 at 1:26PM PDT"
Lost Judgment Review -- Back To School,PS5,19,3,Good,7,3.0,2.0,"Sep 21, 2021","
    Richard Wakeling
  ","September 16, 2021 at 6:02AM PDT"
Toem Review: Look At This Photograph,NS,0,5,Good,7,4.0,1.0,,"
    Steve Watts
  ","September 15, 2021 at 8:45AM PDT"
The Artful Escape Review - Nowhere Nephew,PC,2,7,Great,8,3.0,1.0,"Sep 9, 2021","
    Andrew King
  ","September 14, 2021 at 7:16AM PDT"
The Big Con Review -- Oceans '97,"PC, XBSX, XONE",1,15,Good,7,3.0,2.0,"Aug 31, 2021","
    Andrew King
  ","September 14, 2021 at 7:08AM PDT"
WarioWare: Get It Together Review - A Platform For Change,NS,4,12,Great,8,4.0,2.0,"Sep 10, 2021","
    Steve Watts
  ","September 14, 2021 at 7:08AM PDT"
Tales Of Arise Review -- Wake Me Up Inside,PS5,166,70,Good,7,3.0,3.0,"Sep 10, 2021","
    Heidi Kemps
  ","September 14, 2021 at 7:07AM PDT"
Deathloop Review: All You Need Is Kill,PS5,427,112,Essential,10,5.0,1.0,"Sep 14, 2021","
    Tamoor Hussain
  ","September 14, 2021 at 7:07AM PDT"
Life Is Strange: True Colors Review -- More Than A Feeling,"PC, PS5",21,19,Good,7,4.0,2.0,"Sep 10, 2021","
    Justin Clark
  ","September 14, 2021 at 7:07AM PDT"
Lost in Random Review - Six Appeal,PS4,1,4,Good,7,4.0,3.0,"Sep 10, 2021","
    David Wildgoose
  ","September 14, 2021 at 7:07AM PDT"
Psychonauts 2 Review -- Mind Over Matter,XBSX,128,57,Superb,9,4.0,1.0,"Aug 25, 2021","
    Kurt Indovina
  ","August 30, 2021 at 9:59AM PDT"
No More Heroes 3 Review -- Desperate Struggle,NS,64,29,Poor,4,3.0,4.0,"Aug 27, 2021","
    Richard Wakeling
  ","August 26, 2021 at 9:00PM PDT"
Humankind Review -- Culture War,PC,19,25,Fair,6,4.0,4.0,"Aug 17, 2021","
    David Wildgoose
  ","August 25, 2021 at 10:02AM PDT"
Aliens: Fireteam Elite -- Suicide Squad,"PC, PS4, PS5, XBSX, XONE",81,50,Great,8,4.0,2.0,"Aug 24, 2021","
    Alessandro Barbosa
  ","August 23, 2021 at 6:04PM PDT"
Ghost Of Tsushima Iki Island Expansion Review - Sins Of The Father,"PS5, PS4",18,26,Great,8,4.0,3.0,"Jul 17, 2020","
    Phil Hornshaw
  ","August 23, 2021 at 3:13PM PDT"
Madden NFL 22 Review -- Momentum Shift,PS5,31,18,Good,7,3.0,2.0,"Aug 17, 2021","
    Richard Wakeling
  ","August 23, 2021 at 3:13PM PDT"
Naraka Bladepoint Review -- House of Flying Daggers,"PC, PS5",15,7,Fair,6,3.0,4.0,"Aug 12, 2021","
    Justin Clark
  ","August 20, 2021 at 5:20PM PDT"
12 Minutes Review -- Loop Anti-Heroes,"XONE, PC, XBSX",25,30,Superb,9,3.0,1.0,"Aug 19, 2021","
    Andrew King
  ","August 18, 2021 at 9:00AM PDT"
The Forgotten City Review - Seven Deadly Sins,"PC, XONE, PS4, NS, PS5, XBSX",4,23,Superb,9,4.0,2.0,"Jul 28, 2021","
    Alessandro Barbosa
  ","August 17, 2021 at 11:14AM PDT"
Axiom Verge 2 Review -- More Vania Than Metroid,"PC, PS5, PS4, NS",9,4,Good,7,3.0,3.0,"Aug 11, 2021","
    Richard Wakeling
  ","August 16, 2021 at 11:36AM PDT"
Chicory: A Colorful Tale Review - Masterful Strokes,"PC, PS5, PS4",10,28,Superb,9,5.0,1.0,"Jun 10, 2021","
    Alessandro Barbosa
  ","August 12, 2021 at 11:02AM PDT"
The Great Ace Attorney Chronicles Review — No Objections Here,"PC, NS, PS4",4,8,Great,8,3.0,1.0,"Jul 27, 2021","
    Andrew King
  ","August 12, 2021 at 11:01AM PDT"
Pokemon Unite Review -- A Micro-Aggressive MOBA,NS,15,19,Good,7,4.0,2.0,"Jul 21, 2021","
    Jason Fanelli
  ","August 12, 2021 at 11:00AM PDT"
The Ascent Review – Wretched Hive of Scum and Villainy,"PC, XONE, XBSX",109,37,Fair,6,3.0,2.0,"Jul 29, 2021","
    Justin Clark
  ","August 12, 2021 at 11:00AM PDT"
"Hades Review – The Long, Hard Road Out of Hell","PC, NS",32,53,Superb,9,4.0,2.0,"Dec 6, 2018","
    Suriel Vazquez
  ","August 11, 2021 at 10:42AM PDT"
NEO: The World Ends With You Review - Reap What You Sow,NS,5,4,Good,7,5.0,4.0,"Jul 27, 2021","
    Michael Higham
  ","July 30, 2021 at 12:00PM PDT"
Microsoft Flight Simulator Review – Head In The Xbox Clouds,PC,141,64,Superb,9,3.0,1.0,"Aug 18, 2020","
    Edmond Tran
  ","July 27, 2021 at 11:25AM PDT"
Cris Tales Review,PC,9,20,Great,8,4.0,2.0,"Jul 20, 2021","
    Jordan Ramée
  ","July 20, 2021 at 3:30PM PDT"
Death's Door Review - A Murder Of Crows,"XBSX, XONE, PC",7,19,Great,8,4.0,2.0,"Jul 20, 2021","
    Alessandro Barbosa
  ","July 20, 2021 at 12:42PM PDT"
The Legend Of Zelda: Skyward Sword HD Review - Link To The Past,NS,87,24,Good,7,3.0,3.0,"Nov 20, 2011","
    Kevin Knezevic
  ","July 14, 2021 at 6:00AM PDT"
Monster Hunter Stories 2: Wings Of Ruin Review - Monstie Hunter,NS,25,16,Good,7,3.0,3.0,"Jul 9, 2021","
    Kevin Knezevic
  ","July 9, 2021 at 7:13PM PDT"
"Sea Of Thieves: A Pirate's Life Review - Dead Men Tell Five Tales, Actually","XONE, PC, XBSX",1,18,Good,7,5.0,3.0,"Mar 20, 2018","
    Phil Hornshaw
  ","June 28, 2021 at 11:06AM PDT"
Scarlet Nexus Review -- The Ties That Bind,"PS4, PS5, PC, XONE, XBSX",21,23,Good,7,3.0,2.0,"Jun 25, 2021","
    Heidi Kemps
  ","June 25, 2021 at 6:49PM PDT"
Mario Golf: Super Rush Review - Leisurely Chaos,NS,31,8,Good,7,4.0,2.0,"Jun 25, 2021","
    Steven Petite
  ","June 24, 2021 at 3:39PM PDT"
Game Builder Garage Review - Building Blocks,NS,1,5,Good,7,3.0,3.0,"Jun 11, 2021","
    Kevin Knezevic
  ","June 21, 2021 at 5:14AM PDT"
Final Fantasy 7 Remake Intergrade Intermission Review - Half-Measure,PS5,25,14,Good,7,3.0,3.0,"Apr 10, 2020","
    Phil Hornshaw
  ","June 17, 2021 at 6:10PM PDT"
Guilty Gear Strive Review -- Burning Like A Roman Cancel,"PS4, PC, PS5",11,14,Great,8,4.0,2.0,"Jun 8, 2021","
    Mike Epstein
  ","June 11, 2021 at 10:09AM PDT"
Final Fantasy 7 Remake Intergrade Review - Materia Improvements,"PS4, PS5",871,757,Essential,10,5.0,2.0,"Apr 10, 2020","
    Tamoor Hussain
  ","June 9, 2021 at 5:02AM PDT"
Stonefly Review - Buzz Kill,PC,0,6,Poor,4,3.0,3.0,"Jun 1, 2021","
    David Wildgoose
  ","June 8, 2021 at 8:53AM PDT"
Ratchet & Clank: Rift Apart Review - A Riveting Adventure,PS5,154,64,Superb,9,4.0,1.0,"Jun 11, 2021","
    Steve Watts
  ","June 8, 2021 at 7:00AM PDT"
Virtua Fighter 5 Ultimate Showdown Review -- Time for a Combat Seminar,PS4,13,9,Good,7,2.0,2.0,"Jun 1, 2021","
    Heidi Kemps
  ","June 4, 2021 at 4:56AM PDT"
World of Demons Review - A Cut Above,IOS,2,7,Good,7,3.0,3.0,"Apr 2, 2021","
    Jason Fanelli
  ","May 28, 2021 at 4:50PM PDT"
Miitopia Review -- Eyes Without a Face,NS,7,5,Mediocre,5,2.0,2.0,"Jul 28, 2017","
    Heidi Kemps
  ","May 28, 2021 at 3:24AM PDT"
"Knockout City Review - Dodge, Duck, Dip, Dive, And Dodge",PS4,19,20,Great,8,4.0,3.0,"May 21, 2021","
    Alessandro Barbosa
  ","May 28, 2021 at 3:03AM PDT"
Mass Effect: Legendary Edition Review,XONE,95,36,Great,8,4.0,4.0,"May 14, 2021","
    Jordan Ramée
  ","May 25, 2021 at 8:29PM PDT"
Famicom Detective Club Review -- The N.E.S. Murders,NS,2,4,Great,8,6.0,4.0,"May 14, 2021","
    Andrew King
  ","May 25, 2021 at 6:45AM PDT"
Biomutant Review -- A Flawed Mutation,PC,185,32,Fair,6,3.0,4.0,"May 25, 2021","
    Richard Wakeling
  ","May 24, 2021 at 8:00AM PDT"
"Days Gone Review - Farewell, Oregon",PS4,1017,448,Mediocre,5,2.0,5.0,"Apr 26, 2019","
    Kallie Plagge
  ","May 20, 2021 at 11:14AM PDT"
NBA 2K21 Arcade Edition Review -- Air Ball,IOS,0,11,Poor,4,2.0,2.0,"Apr 2, 2021","
    Jason Fanelli
  ","May 14, 2021 at 4:26PM PDT"
Hood: Outlaws & Legends Review - Petty Theft,PS5,8,12,Mediocre,5,2.0,4.0,"May 7, 2021","
    Mike Epstein
  ","May 12, 2021 at 6:03PM PDT"
Assassin's Creed Valhalla: Wrath Of The Druids DLC Review,XBSX,29,18,Mediocre,5,2.0,4.0,"Nov 10, 2020","
    Jordan Ramée
  ","May 12, 2021 at 3:00AM PDT"
Taiko No Tatsujin Pop Tap Beat Review -- Drum Solo,IOS,2,5,Fair,6,3.0,2.0,"Apr 2, 2021","
    Jason Fanelli
  ","May 6, 2021 at 8:01AM PDT"
"Total War: Rome Remastered Review -- Et Tu, Total War?",PC,14,16,Fair,6,4.0,3.0,"Sep 22, 2004","
    Richard Wakeling
  ","May 5, 2021 at 3:02AM PDT"
Resident Evil Village Review -- Shapeshifter,"XBSX, PC, PS4, PS5, XONE",171,71,Superb,9,4.0,2.0,"May 7, 2021","
    Phil Hornshaw
  ","May 5, 2021 at 8:00AM PDT"
Turnip Boy Commits Tax Evasion Review - A Leek to the Past,PC,5,4,Good,7,3.0,2.0,"Apr 22, 2021","
    David Wildgoose
  ","April 29, 2021 at 10:21AM PDT"
Returnal Review - Live Die Repeat,PS5,309,74,Superb,9,4.0,2.0,"Apr 30, 2021","
    Mike Epstein
  ","April 29, 2021 at 5:00AM PDT"
New Pokemon Snap Review – A Blast From The Past,NS,23,19,Great,8,5.0,2.0,"Apr 30, 2021","
    Jenae Sitzes
  ","April 28, 2021 at 6:00AM PDT"
Judgment Review - Like A Tiger,PS4,24,22,Good,7,3.0,3.0,"Jun 21, 2019","
    Edmond Tran
  ","April 27, 2021 at 12:00PM PDT"
Nier Replicant Review - Carrying The Weight Of The World,PS4,92,35,Great,8,5.0,3.0,"Apr 22, 2010","
    Michael Higham
  ","April 22, 2021 at 5:00AM PDT"
Before Your Eyes Review - Don’t Wanna Miss A Thing,PC,2,10,Great,8,2.0,1.0,"Apr 8, 2021","
    Andrew King
  ","April 21, 2021 at 10:22AM PDT"
MLB The Show 21 Review - Batter Up,"XONE, PS5, XBSX, PS4",32,19,Good,7,4.0,4.0,"Apr 16, 2021","
    Richard Wakeling
  ","April 20, 2021 at 9:42PM PDT"
Oddworld: Soulstorm Review,PC,58,18,Fair,6,2.0,3.0,"Apr 6, 2021","
    Mike Epstein
  ","April 14, 2021 at 10:55AM PDT"
Outriders Review,"PS4, XONE, PS5, XBSX, STA, PC",73,388,Great,8,5.0,3.0,"Apr 1, 2021","
    Phil Hornshaw
  ","April 9, 2021 at 3:03PM PDT"
Star Wars: Republic Commando Remastered Review,NS,15,16,Fair,6,3.0,2.0,"Feb 28, 2005","
    Jordan Ramée
  ","April 9, 2021 at 11:25AM PDT"
Balan Wonderworld Review - Costume Drama,PS5,5,9,Mediocre,5,3.0,4.0,"Mar 26, 2021","
    David Wildgoose
  ","April 6, 2021 at 4:27PM PDT"
Evil Genius 2: World Domination Review,PC,4,7,Good,7,2.0,3.0,"Mar 30, 2021","
    Mike Epstein
  ","March 29, 2021 at 8:00AM PDT"
Loop Hero Review,PC,8,6,Great,8,4.0,2.0,"Mar 4, 2021","
    Alessandro Barbosa
  ","March 26, 2021 at 12:27PM PDT"
Tony Hawk's Pro Skater 1 + 2 Review,"PS4, XONE, PC, XBSX, PS5",140,59,Superb,9,5.0,2.0,"Sep 4, 2020","
    Mat Paget
  ","March 25, 2021 at 10:39AM PDT"
It Takes Two Review,"PS4, PC, XONE, XBSX",80,63,Superb,9,4.0,1.0,"Mar 26, 2021","
    Andrew King
  ","March 24, 2021 at 4:11PM PDT"
Immortals Fenyx Rising: Myths Of The Eastern Realm DLC Review,PC,10,6,Mediocre,5,2.0,4.0,"Dec 3, 2020","
    Suriel Vazquez
  ","March 24, 2021 at 4:00AM PDT"
Doom Eternal: The Ancient Gods Part 2 Review,"XONE, PS4",24,12,Great,8,4.0,1.0,"Mar 19, 2020","
    Andrew King
  ","March 23, 2021 at 3:08PM PDT"
Devotion Review,PC,33,48,Superb,9,4.0,2.0,"Feb 19, 2019","
    Richard Wakeling
  ","March 23, 2021 at 10:57AM PDT"
Marvel's Avengers Review – Infinity War,"PC, PS4, XONE, PS5, XBSX",214,66,Good,7,5.0,5.0,"Sep 4, 2020","
    Phil Hornshaw
  ","March 19, 2021 at 3:55PM PDT"
Fights In Tight Spaces Early Access Review,PC,2,6,Early Access,7,4.0,3.0,"Feb 24, 2021","
    Alessandro Barbosa
  ","March 18, 2021 at 7:05PM PDT"
Mundaun Review: Dark Secrets And The People Who Find Them,PC,2,9,Great,8,3.0,2.0,"Mar 16, 2021","
    Andrew King
  ","March 18, 2021 at 12:47PM PDT"
Apex Legends Nintendo Switch Review,NS,56,12,Mediocre,5,1.0,2.0,"Feb 4, 2019","
    Jordan Ramée
  ","March 12, 2021 at 1:00PM PST"
Gnosia Review,NS,7,12,Great,8,3.0,2.0,"Mar 4, 2021","
    Heidi Kemps
  ","March 11, 2021 at 3:56PM PST"
Crash Bandicoot 4 Review â€“ Platformer's Delight,"XONE, PS4, PS5",35,42,Great,8,3.0,1.0,"Oct 2, 2020","
    Mike Epstein
  ","March 11, 2021 at 9:52AM PST"
Mortal Shell Review,"PC, PS5",132,58,Great,8,5.0,3.0,"Aug 18, 2020","
    Phil Hornshaw
  ","March 4, 2021 at 9:49AM PST"
Yakuza: Like A Dragon Review - The Power Of Friendship,XBSX,49,36,Superb,9,5.0,2.0,"Nov 10, 2020","
    Michael Higham
  ","March 1, 2021 at 6:00AM PST"
Bravely Default 2 Review,NS,95,26,Fair,6,3.0,3.0,"Feb 26, 2021","
    Steve Watts
  ","February 25, 2021 at 5:00AM PST"
30XX Early Access Review,PC,2,12,Early Access,7,4.0,2.0,"Feb 17, 2021","
    David Wildgoose
  ","February 24, 2021 at 12:41PM PST"
Persona 5 Strikers Review - The Hands That Thieve,PS4,18,27,Great,8,5.0,2.0,"Feb 19, 2021","
    Michael Higham
  ","February 23, 2021 at 10:00AM PST"
Ghosts 'n Goblins Resurrection Review,NS,128,44,Poor,4,2.0,3.0,"Feb 25, 2021","
    Mike Epstein
  ","February 23, 2021 at 7:00AM PST"
Blue Fire Review,"NS, PC, PS4, XONE",1,5,Mediocre,5,3.0,4.0,"Feb 4, 2021","
    Alessandro Barbosa
  ","February 19, 2021 at 11:09AM PST"
Little Nightmares 2 Review,"NS, PC, XBSX, XONE, PS4",10,18,Good,7,4.0,3.0,"Feb 11, 2021","
    Andrew King
  ","February 18, 2021 at 1:04PM PST"
Nioh 2 Review,"PS4, PS5",154,53,Great,8,3.0,1.0,"Mar 13, 2020","
    Mike Epstein
  ","February 16, 2021 at 3:29PM PST"
Nioh Review,"PS4, PS5",646,271,Superb,9,4.0,1.0,"Feb 7, 2017","
    GameSpot Staff
  ","February 16, 2021 at 3:27PM PST"
Destruction AllStars Review,PS5,32,11,Mediocre,5,2.0,4.0,"Feb 2, 2021","
    Mike Epstein
  ","February 10, 2021 at 2:21PM PST"
Super Mario 3D World + Bowser's Fury Review - Switch Release Reinvigorates A Classic,NS,41,26,Superb,9,4.0,2.0,"Nov 22, 2013","
    Steve Watts
  ","February 10, 2021 at 12:51PM PST"
Nuts Review,"PC, NS",7,6,Poor,4,4.0,3.0,"Jan 22, 2021","
    David Wildgoose
  ","February 3, 2021 at 4:41PM PST"
Cyber Shadow Review,"NS, PC, PS4, XONE, PS5",15,6,Good,7,3.0,3.0,"Jan 26, 2021","
    Heidi Kemps
  ","February 3, 2021 at 11:56AM PST"
Control Review - An Action-Packed Paranormal Portal,"XONE, PS4, PS5",99,105,Great,8,4.0,1.0,"Aug 27, 2019","
    Peter Brown
  ","February 2, 2021 at 12:03AM PST"
Warframe Review (2019) - PS5 Update,PC,42,120,Great,8,4.0,2.0,"Mar 25, 2013","
    Alessandro Fillari
  ","February 1, 2021 at 3:37PM PST"
Immortals Fenyx Rising: A New God DLC Review,"XBSX, PS5, PC, XONE",10,13,Fair,6,3.0,3.0,"Dec 3, 2020","
    Suriel Vazquez
  ","January 29, 2021 at 1:48PM PST"
Olija Review,"PC, NS, PS4, XONE",0,9,Great,8,3.0,1.0,"Jan 28, 2021","
    Mike Epstein
  ","January 28, 2021 at 6:00AM PST"
The Medium Review: Well-Done,"XBSX, PC",182,99,Superb,9,4.0,1.0,"Jan 28, 2021","
    Jordan Ramée
  ","January 27, 2021 at 2:31PM PST"
Hitman 3 Review â€” Perfect Execution,PC,100,61,Superb,9,4.0,1.0,"Jan 20, 2021","
    Phil Hornshaw
  ","January 19, 2021 at 9:46AM PST"
Scott Pilgrim Vs. The World: The Game - Complete Edition Review,PC,51,12,Good,7,3.0,3.0,"Aug 10, 2010","
    Alessandro Fillari
  ","January 15, 2021 at 11:03AM PST"
"Super Meat Boy Forever Review -- Can't Stop, Won't Stop",PC,7,8,Great,8,3.0,2.0,"Dec 23, 2020","
    Mike Epstein
  ","January 6, 2021 at 11:05AM PST"
Calico Review,"NS, PC",10,17,Mediocre,5,2.0,3.0,"Dec 15, 2020","
    Heidi Kemps
  ","December 23, 2020 at 3:21PM PST"
Medal Of Honor: Above And Beyond Review,OQ,36,30,Mediocre,5,3.0,3.0,"Dec 10, 2020","
    Mat Paget
  ","December 17, 2020 at 3:56PM PST"
Myst Oculus Quest Review,OQ,25,28,Good,7,2.0,2.0,"Dec 10, 2020","
    Mike Epstein
  ","December 16, 2020 at 12:29PM PST"
Cyberpunk 2077 Review,PC,2532,1338,Good,7,4.0,5.0,"Dec 10, 2020","
    Kallie Plagge
  ","December 15, 2020 at 3:59PM PST"
Puyo Puyo Tetris 2 Review,NS,3,7,Good,7,2.0,2.0,"Dec 8, 2020","
    Heidi Kemps
  ","December 11, 2020 at 4:50PM PST"
FIFA 21 Review,"PS4, XONE, XBSX, PS5",47,20,Great,8,5.0,3.0,"Oct 6, 2020","
    Richard Wakeling
  ","December 8, 2020 at 1:41PM PST"
Sakuna: Of Rice And Ruin Review,NS,38,12,Great,8,3.0,2.0,"Nov 10, 2020","
    Heidi Kemps
  ","December 1, 2020 at 5:12PM PST"
Twin Mirror Review,PC,20,12,Good,7,2.0,1.0,"Dec 1, 2020","
    Andrew King
  ","December 1, 2020 at 3:14PM PST"
Sam & Max Save The World Remastered Review,NS,32,10,Good,7,4.0,3.0,"Dec 2, 2020","
    James O'Connor
  ","December 2, 2020 at 12:01AM PST"
Immortals Fenyx Rising Review,"PS5, XBSX",86,30,Good,7,3.0,4.0,"Dec 3, 2020","
    Suriel Vazquez
  ","November 30, 2020 at 1:40PM PST"
Destiny 2 Beyond Light Review - Time Loop,PC,18,13,Great,8,5.0,2.0,"Sep 6, 2017","
    Phil Hornshaw
  ","November 25, 2020 at 8:59PM PST"
Mortal Kombat 11 Review,"PC, XONE",224,101,Superb,9,6.0,2.0,"Apr 22, 2019","
    Edmond Tran
  ","November 24, 2020 at 3:40PM PST"
Fuser Review,XONE,2,9,Great,8,4.0,3.0,"Nov 9, 2020","
    Mike Epstein
  ","November 23, 2020 at 5:57PM PST"
Call of Duty: Black Ops Cold War Review,"XONE, PS5",38,28,Good,7,5.0,4.0,"Nov 13, 2020","
    Kallie Plagge
  ","November 20, 2020 at 7:06PM PST"
Godfall Review,PC,149,32,Mediocre,5,3.0,4.0,"Nov 12, 2020","
    Richard Wakeling
  ","November 18, 2020 at 2:07PM PST"
Hyrule Warriors: Age Of Calamity Review,NS,109,50,Fair,6,3.0,4.0,"Nov 20, 2020","
    Suriel Vazquez
  ","November 18, 2020 at 6:00AM PST"
Ori And The Will Of The Wisps Review,XONE,115,67,Great,8,4.0,1.0,"Mar 11, 2020","
    Steve Watts
  ","November 17, 2020 at 5:17PM PST"
